videoname,original_width,original_height,label,original
uxauuygolf.jpg,89,89,FAKE,wepyuhvezr.mp4
ffuniyofza.jpg,223,223,FAKE,hlcqjuwpsd.mp4
qyofhfaazs.jpg,223,223,REAL,
dfwyvfclce.jpg,107,108,FAKE,jxjrskqvzn.mp4
pmnmnzvyno.jpg,223,223,FAKE,bmdwhzgita.mp4
bkbnfigppd.jpg,223,223,FAKE,djmyetudka.mp4
cteyfbetls.jpg,223,223,FAKE,ssrccxncxi.mp4
txxevapkkh.jpg,186,186,FAKE,shhjiavlvw.mp4
balzcwwtpn.jpg,223,222,FAKE,tbndgcfnak.mp4
ybtzxxmajp.jpg,89,90,FAKE,whuroxbmeb.mp4
qrzwnglmyy.jpg,108,107,REAL,
ueuccsgqug.jpg,223,223,FAKE,fsptihfykw.mp4
tisoqkakos.jpg,186,186,FAKE,hkvxmsajbx.mp4
vizmftbsfr.jpg,268,268,FAKE,cymfsdestn.mp4
mnqwcveeqr.jpg,223,222,FAKE,fblpslxkmm.mp4
mzdcdgoxcy.jpg,129,129,FAKE,ovouujlgap.mp4
vijbrlicxj.jpg,90,89,FAKE,rmcuoghsmr.mp4
gkhgmuqxxz.jpg,186,186,FAKE,yxwpxumqhf.mp4
epjkmysvmn.jpg,186,186,FAKE,srrhsfcpcr.mp4
dwqhiwmswx.jpg,268,268,FAKE,tvdlpqwnzl.mp4
tqxmhhmsyv.jpg,129,129,FAKE,rktrpsdlci.mp4
pnemgbwnlj.jpg,267,268,FAKE,egzyxqihni.mp4
bwxafzjmgd.jpg,222,223,FAKE,vckdweltri.mp4
rpqswaxbpk.jpg,108,108,FAKE,nbkuwfcwnd.mp4
wqiptbqphx.jpg,268,268,REAL,
nojgvywlnn.jpg,185,186,FAKE,nrawmjiyav.mp4
qjntsyyzxg.jpg,74,74,FAKE,mzobgqyihz.mp4
qovpidorer.jpg,107,107,REAL,
uitziixwma.jpg,223,223,FAKE,iwfqatwnfa.mp4
hlsrphdgcn.jpg,129,129,REAL,
pblkmexcne.jpg,268,268,FAKE,woqvoujhyj.mp4
tqvdelijls.jpg,155,155,REAL,
vvxjsvabau.jpg,155,155,FAKE,lnzitwaxwy.mp4
apaubiovvf.jpg,108,107,FAKE,tkpqyqmtgk.mp4
axnrnlbyvi.jpg,223,223,FAKE,xrlpicdrdq.mp4
bqpueovmwa.jpg,90,90,REAL,
fcduuskckq.jpg,129,129,FAKE,mgssylcwny.mp4
dujzywxmiy.jpg,186,186,FAKE,urrrqoybnq.mp4
pqnodbtfcw.jpg,129,129,FAKE,bxuwznajtd.mp4
tfxmcthwmd.jpg,185,185,FAKE,yvdnbmbwyh.mp4
hilgegfcjv.jpg,267,268,FAKE,cjdlmicngi.mp4
ydyuefqkyk.jpg,154,155,FAKE,fdipsrizhu.mp4
xwdhebuuhi.jpg,129,129,FAKE,iprudfcwdb.mp4
fhvnuwsfdr.jpg,186,186,FAKE,kgkacwnjlr.mp4
fsvftwyvrk.jpg,154,155,FAKE,pjospfkyoz.mp4
wvqxswnlza.jpg,129,129,FAKE,dnlghyhgfj.mp4
oubjhbhfiu.jpg,107,107,REAL,
kwwrpybezr.jpg,186,186,FAKE,mbmiuwgixg.mp4
tevneuhohv.jpg,223,223,FAKE,jzcolbuuhw.mp4
hbdhvxcuye.jpg,186,186,FAKE,tqzemlqluj.mp4
bmokmikufp.jpg,90,89,FAKE,wleulnxkqp.mp4
byfenovjnf.jpg,186,186,FAKE,gipbyjfxfp.mp4
wzfenpfrnf.jpg,155,155,FAKE,gdkxsuwhtb.mp4
lryymllymn.jpg,129,129,FAKE,seumizxuis.mp4
xlkcgfyfax.jpg,268,268,FAKE,zojgamasxi.mp4
szjqmeikqw.jpg,155,155,REAL,
fdfncdwcsp.jpg,155,155,FAKE,rvzbysgzir.mp4
ansbtntiqu.jpg,129,129,FAKE,kqlvggiqee.mp4
zxtyapsdjp.jpg,108,107,FAKE,bnakxfpbyt.mp4
vgujrwpdkv.jpg,268,267,REAL,
aeinolstjf.jpg,155,155,REAL,
jfpwczbybt.jpg,90,90,FAKE,vfllzbpgsr.mp4
bcmrwummzs.jpg,107,107,FAKE,lhjlyqnofv.mp4
hcgnyhyizb.jpg,223,223,FAKE,abldbnaqrk.mp4
zbykuipoty.jpg,223,223,FAKE,xdfonwbyih.mp4
mtbpvsxkqe.jpg,89,90,FAKE,avdvtlhcot.mp4
zmzvxklvxr.jpg,185,186,FAKE,rwbdbdlbei.mp4
fwkheapnsn.jpg,90,90,FAKE,hbqkyibaeg.mp4
hzqwopfnzl.jpg,186,185,FAKE,xevhvruzsq.mp4
vugeajjdpd.jpg,385,385,FAKE,oefzonhfga.mp4
tscildauwc.jpg,223,223,FAKE,qhusfwulxk.mp4
hzonqlwzzo.jpg,155,155,FAKE,rpcueyycgm.mp4
uigltxmbmo.jpg,129,129,FAKE,qmzlcvygun.mp4
ghyrcgfuyu.jpg,223,222,FAKE,fmpfytylbs.mp4
wmzawizfxz.jpg,154,155,FAKE,znyxhfxhbp.mp4
ijdwrjrzme.jpg,186,186,FAKE,dntihcoxuv.mp4
qusnfjluuh.jpg,186,186,FAKE,qarqtkvgby.mp4
qhfcbqcogt.jpg,129,129,FAKE,ruvlmxtaoo.mp4
sxtsonkluu.jpg,129,129,REAL,
tkoyswvpjj.jpg,155,155,REAL,
kuqjdfmhit.jpg,108,107,FAKE,ghfsyhxlpe.mp4
fxlgoimahx.jpg,129,129,FAKE,vcgelshrli.mp4
obfhpffedl.jpg,223,223,FAKE,gnyspcpbhd.mp4
msfmealadz.jpg,107,107,FAKE,qwbjcvqsdj.mp4
zjsswdobca.jpg,268,267,FAKE,fbqjyxiwgc.mp4
xlrcwooept.jpg,129,129,FAKE,fjdunxauji.mp4
pbvbughief.jpg,154,155,FAKE,hbufmvbium.mp4
yhisywlzwr.jpg,268,268,FAKE,olvjftfahz.mp4
xolffgtedl.jpg,223,223,FAKE,pllwlgzbkd.mp4
hfikkcfxbp.jpg,89,89,FAKE,nzquxipbye.mp4
wvquphksdy.jpg,223,223,REAL,
buiqozfdfl.jpg,223,223,FAKE,dhhtxynlby.mp4
eipzvbpuuu.jpg,90,90,FAKE,jbdmfjnsup.mp4
xvlkrfyggv.jpg,268,267,FAKE,kynxwoterg.mp4
hzwegdkpck.jpg,223,223,REAL,
vccnncxydl.jpg,108,107,FAKE,vfllzbpgsr.mp4
vdaiwsswzr.jpg,129,129,FAKE,fbicfztldi.mp4
ubnevwpkgd.jpg,186,185,FAKE,govoedqwdv.mp4
ndyhndewtu.jpg,107,108,FAKE,wtdnljorij.mp4
vvlztowpdn.jpg,223,223,FAKE,wdbekjaggq.mp4
vlswekcqtl.jpg,268,268,FAKE,wqiptbqphx.mp4
kosrqithbz.jpg,268,267,FAKE,qqzfztcrif.mp4
glkkigoeqc.jpg,267,267,FAKE,wccrmgmtxn.mp4
uryamchmyh.jpg,75,75,REAL,
ddrkfvsttq.jpg,223,223,REAL,
gdhkrmssve.jpg,129,129,FAKE,tkozmpfutn.mp4
javetmajgc.jpg,62,62,FAKE,mufdhtsqhi.mp4
ncfomcfrtg.jpg,108,107,FAKE,yltdzmmmcg.mp4
qbhxdesvnu.jpg,186,186,FAKE,pwqcpexcoi.mp4
brrsjdxmln.jpg,129,129,FAKE,zuqqqfyypp.mp4
wrmgxlyekq.jpg,155,154,FAKE,yybyvwtodb.mp4
zusqjsuizg.jpg,154,155,REAL,
aadtvsyvzg.jpg,185,185,FAKE,pzyunstlnx.mp4
tsxlpuzlro.jpg,223,222,FAKE,oygarvulyn.mp4
ztehwtrwpm.jpg,108,108,FAKE,orqafstesq.mp4
tjwumcmtks.jpg,223,223,FAKE,nurdpmxpzr.mp4
qzrbnevmtn.jpg,129,129,FAKE,nrwcufxspx.mp4
ksrchxowoi.jpg,108,107,FAKE,vzfiayzifu.mp4
fuzgtljhff.jpg,223,223,FAKE,gjxnrwjxwe.mp4
evrxbzvqbj.jpg,223,223,REAL,
ienkuvllaf.jpg,129,129,REAL,
xdbolbpbpt.jpg,223,223,REAL,
ntcbrfzxop.jpg,108,107,FAKE,qrzwnglmyy.mp4
tnsuuzoimb.jpg,223,223,REAL,
kktdxwgdlo.jpg,223,223,FAKE,xhonoegyad.mp4
cuerkhzuum.jpg,223,223,FAKE,bghmhuxxyr.mp4
varyqeuood.jpg,223,222,REAL,
janpjkrxky.jpg,74,75,FAKE,uimkoyxrjp.mp4
lixnoghcaj.jpg,108,107,FAKE,fbmbhjzgie.mp4
quhxbmhosd.jpg,129,129,FAKE,gtpajvnljq.mp4
tvwyjnvbff.jpg,108,107,FAKE,spqjmzvjtv.mp4
kpmhpiridn.jpg,129,129,FAKE,ltpnknzlsp.mp4
xxrzzncksa.jpg,223,223,REAL,
accfrqkrni.jpg,108,108,FAKE,yhcnxzcbds.mp4
chbnpgnnzu.jpg,74,74,FAKE,ygyhurweua.mp4
yfzcqkyezb.jpg,185,186,FAKE,otwuwuiksc.mp4
javxtwhvub.jpg,154,155,FAKE,kxarjtvlly.mp4
ahfpwhmsok.jpg,223,223,FAKE,irerylmdmc.mp4
zedirvvbae.jpg,107,107,REAL,
nkppbhzwqc.jpg,154,155,FAKE,ibrdkgckhc.mp4
hyhoeteudn.jpg,129,129,REAL,
gywcwslbhv.jpg,107,107,FAKE,lkdlzpkukw.mp4
vdriwbzkqt.jpg,268,267,FAKE,mgyyyryhbf.mp4
dwrleiwqtb.jpg,129,129,REAL,
jcipnwiowk.jpg,155,154,FAKE,omnearznmi.mp4
qltyllmuug.jpg,89,90,FAKE,xajcrzlpft.mp4
urfpwxqqif.jpg,129,129,FAKE,pfiigjlcct.mp4
vwzjgwpxhx.jpg,155,155,FAKE,ncmtepztza.mp4
oujxladjth.jpg,129,129,FAKE,obhggjbeji.mp4
ienxwdghsn.jpg,223,223,REAL,
ttzjcgdjue.jpg,155,155,FAKE,uekiaunxsu.mp4
txrjrakxll.jpg,108,107,FAKE,gfnogmttzx.mp4
tnyhsiwwsc.jpg,129,129,FAKE,hgiwlepbte.mp4
lvximugjcn.jpg,90,90,FAKE,pvrncpaovg.mp4
dyggbogcao.jpg,268,267,FAKE,jzcolbuuhw.mp4
hjkjfmklob.jpg,108,107,FAKE,rqhdgbctmr.mp4
oupuxsoqub.jpg,186,186,FAKE,ihhqcdmpwa.mp4
aplpvrtvce.jpg,186,186,FAKE,eqsgqcskkz.mp4
xqnykluhws.jpg,107,107,REAL,
vynuuilfqu.jpg,223,223,FAKE,dgoamvqzki.mp4
rtlluhezha.jpg,223,222,FAKE,dgmrzbgprb.mp4
xirximrith.jpg,267,268,FAKE,aeetrnfoir.mp4
ompoqjuzmm.jpg,186,186,FAKE,wbsaewrzpq.mp4
iktlzujalm.jpg,90,90,FAKE,dyfiizgexn.mp4
bvtltnsjdy.jpg,129,129,FAKE,fwoclhwwjg.mp4
vbxztkvyhi.jpg,129,129,FAKE,pluadmqqta.mp4
ermjohydmm.jpg,107,107,FAKE,lvdpkzbplu.mp4
czcsdmfyob.jpg,155,155,FAKE,tilbomnrla.mp4
qlndlhchqw.jpg,107,107,FAKE,hkbkvhcynv.mp4
mquyugnixi.jpg,108,107,FAKE,qcqduqlzgl.mp4
alddoocxqo.jpg,186,185,FAKE,jvmdzcrakg.mp4
fqqngtbisq.jpg,267,268,FAKE,tmpsfqbcul.mp4
seabqfiqdj.jpg,267,268,FAKE,gwdgaxgtbf.mp4
tyirisslih.jpg,223,223,FAKE,xmntybcgwa.mp4
rbyhazdpsj.jpg,186,186,FAKE,bunqneptba.mp4
ppxqgoqcnd.jpg,89,89,FAKE,hzsatqfihy.mp4
yexojpfhee.jpg,186,185,FAKE,fwjfbaqaux.mp4
zehsfunzox.jpg,107,107,FAKE,fwykevubzy.mp4
ypewpvpfmk.jpg,186,186,REAL,
gcoeniltbg.jpg,268,268,REAL,
bctvsmddgq.jpg,90,89,FAKE,ybjrqnqnno.mp4
awiomwmrkv.jpg,223,223,FAKE,eljyfxrymd.mp4
pysrzmolcv.jpg,90,90,FAKE,tcbkjjwzcr.mp4
qlgthbfcjv.jpg,108,107,FAKE,lbppsmfyvw.mp4
ljtjvzxtfq.jpg,268,267,FAKE,mgzefmbccb.mp4
nuzbbjlaed.jpg,154,155,FAKE,sxzddbulvt.mp4
mshfuaygyq.jpg,223,223,FAKE,sjgkzwbfmz.mp4
rxeffqzqcf.jpg,267,267,FAKE,spmjurlnir.mp4
msaibijnay.jpg,186,186,REAL,
eejlnggyjj.jpg,186,186,REAL,
qdvzaxpbbc.jpg,89,90,FAKE,indoiqhinq.mp4
roweahxvew.jpg,129,129,REAL,
uvzlfuxalu.jpg,107,107,REAL,
dauxpmkozg.jpg,186,186,FAKE,hbarvxzmkk.mp4
yibvyoxhgt.jpg,155,155,FAKE,arntckxfpg.mp4
zdeyxohjer.jpg,223,223,REAL,
